,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice,IsLuxury,Fireplace_Yes,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Garage_Yes
6080,858.13,3.063913964,2,574.61,13.72,6.54,107.99,24.01,99.9,1.79,3.79,6.11,6.58,1,13,288829.7104,1,0,0,0,0,0,1
267,735.91,1.0,3,8.39,17.49,2.6,41.07,34.62,93.71,1.44,2.69,1.51,3.88,1,9,125583.754,0,0,0,1,0,0,0
5796,957.8,1.0,4,531.17,6.13,7.89,104.45,0.4,99.27,0.68,5.16,6.73,6.15,1,9,632404.9722,1,1,0,1,0,0,0
3767,976.75,2.323556012,4,768.59,19.68,3.24,24.61,29.75,99.9,2.02,5.49,1.42,4.44,1,10,363396.1268,1,1,0,0,0,0,0
2873,594.6,1.0,3,207.14,34.0,5.32,114.32,39.35,89.87,1.43,5.36,3.06,6.24,2,31,188160.3585,0,1,0,1,0,0,0
2971,1364.11,1.710486774,2,362.63,55.23,5.33,16.12,33.71,92.57,1.67,4.31,9.7,6.06,1,13,286243.983,0,0,0,0,0,1,1
1521,1628.7,1.0,4,1050.53,22.52,4.62,63.67,22.81,99.9,1.4,2.94,7.48,4.75,1,21,250912.0961,0,0,0,0,0,1,0
679,550.0,2.653347736,3,1023.45,3.96,7.58,62.71,14.45,87.38,0.98,6.85,6.33,3.8,1,6,250269.4217,1,1,0,0,0,1,1
4278,2122.29,2.82345363,5,509.52,24.01,10.0,24.74,3.67,90.29,0.97,6.79,3.32,6.23,1,17,1034472.998,1,0,1,0,0,0,0
817,728.28,1.607294397,3,747.22,37.11,6.61,86.34,8.98,87.56,1.76,5.54,5.65,8.07,1,14,150858.7685,0,1,0,0,0,1,0
5100,1709.18,3.12676117,4,650.0,17.32,10.0,11.68,6.24,99.9,1.24,10.0,7.32,7.02,1,13,740353.4994,1,1,0,0,0,1,0
4827,1158.05,4.506071883,5,173.55,34.8,8.49,36.28,10.6,93.53,0.22,6.91,8.87,7.6,1,14,791340.6327,1,0,0,1,0,0,0
3998,1161.42,1.0,4,470.5,30.05,9.03,55.89,18.69,99.9,0.76,7.84,4.15,6.05,1,18,371305.3071,1,0,1,0,0,0,0
4084,1580.54,2.121777685,1,768.23,30.45,7.3,16.64,13.95,90.72,2.07,6.76,6.67,6.73,1,3,392679.1607,1,0,0,0,0,0,0
35,550.0,2.344320127,3,846.59,39.09,6.84,105.21,16.57,96.5,1.6,3.21,5.69,5.39,1,23,100023.1061,0,0,1,0,0,0,1
2282,626.96,1.0,3,224.97,27.91,6.67,93.46,18.03,89.96,1.41,4.41,6.56,3.73,1,7,36203.34458,0,1,0,1,0,0,1
3803,550.0,3.599558832,3,337.9,60.47,9.6,69.62,16.41,91.81,1.62,3.73,6.85,7.01,2,11,303008.2914,1,0,0,0,0,1,1
6202,1403.29,2.60421646,5,399.15,16.39,7.81,11.23,2.58,99.34,2.08,8.63,6.18,7.78,2,27,467865.5929,1,0,0,0,0,0,0
1291,550.0,4.886619316,1,687.31,43.21,8.82,86.19,5.51,97.71,1.64,5.95,5.31,7.06,2,27,63162.48133,0,1,1,0,0,0,1
1,1472.34,1.0,2,656.13,15.62,5.63,40.51,7.89,93.22,0.95,4.08,5.56,6.83,1,17,50042.59757,0,0,1,0,0,0,0
2399,920.51,2.436317283,3,582.43,49.18,4.63,46.04,15.46,94.49,1.64,2.51,4.99,7.4,1,6,168045.2225,0,1,0,0,0,1,1
4236,1114.83,2.359199828,5,315.97,17.94,7.03,62.92,8.29,98.47,1.96,5.14,6.34,6.43,1,6,455141.6568,0,1,0,0,1,0,0
1752,622.83,1.0,3,135.44,63.91,6.2,86.7,23.43,93.01,1.24,2.39,0.13,0.8,1,25,135552.1354,0,0,0,0,0,1,0
4137,1006.33,2.938682587,2,120.7,35.3,7.41,17.29,11.91,91.9,0.85,9.97,8.46,7.48,1,10,420982.6881,1,1,0,1,0,0,0
2761,550.0,1.882941253,2,125.4,31.75,6.64,59.81,26.48,88.72,0.73,3.94,5.08,8.21,1,15,170331.2886,0,0,0,0,0,0,1
4095,1532.08,3.279911887,3,596.12,31.49,8.46,28.65,1.1,95.02,1.38,7.76,9.54,9.54,1,18,583299.4453,1,0,0,0,0,1,0
5301,1681.69,1.971240382,3,615.04,7.9,8.48,29.35,5.82,91.88,1.58,8.87,2.12,7.16,1,-3,567828.5916,1,0,1,0,0,0,1
2719,550.0,1.0,2,527.51,15.49,6.76,60.51,2.96,94.29,1.51,1.56,8.36,6.05,1,13,83469.89377,0,0,1,0,0,0,1
3920,2166.82,1.319076184,4,621.29,12.85,7.21,4.5,5.93,96.19,1.92,4.62,6.19,4.42,1,13,500854.0669,1,0,0,1,0,0,1
4767,1292.24,4.518126523,4,456.37,34.81,8.82,15.27,2.56,93.15,1.28,8.13,5.66,4.25,1,4,584420.228,0,0,0,0,1,0,0
6659,1570.93,3.976794197,4,767.18,12.84,10.0,25.53,34.81,93.96,1.14,10.0,8.44,9.19,1,18,555519.9577,1,0,0,1,0,0,0
4734,1672.14,1.0,3,249.43,35.72,8.19,17.9,23.98,95.06,0.71,4.46,9.89,9.28,1,23,304605.4599,1,1,0,0,0,0,0
1103,550.0,2.299606283,3,520.05,36.28,4.1,57.42,26.9,95.08,1.31,2.75,8.77,5.92,1,12,192472.5039,0,1,0,0,1,0,0
561,840.12,2.289361187,3,1152.0,2.29,7.79,8.19,25.36,99.87,2.96,4.3,7.2,7.71,1,14,273332.3184,0,0,0,0,0,0,0
5048,1472.52,3.94831851,2,416.25,44.74,5.96,80.42,26.52,91.75,2.11,7.2,8.86,5.48,2,26,375594.8275,1,0,0,0,1,0,0
2014,1109.35,1.0,2,763.77,21.42,7.24,0.79,6.07,99.22,1.59,7.54,4.84,9.58,1,6,209804.1051,0,0,0,1,0,0,0
880,550.0,1.238518619,2,811.5,31.91,5.77,47.62,34.77,93.8,2.35,2.52,1.21,4.96,2,43,257547.1157,0,0,1,0,0,0,1
3741,1124.19,1.980240231,3,439.41,14.72,8.56,54.96,23.52,97.86,2.15,5.53,2.87,4.43,1,24,169936.0022,1,1,1,0,0,0,0
1787,1112.35,2.516874838,2,858.86,8.25,5.29,58.48,0.57,90.38,1.79,6.64,5.09,3.65,1,19,152648.984,0,1,0,0,1,0,0
2672,550.0,1.0,4,762.92,29.73,5.97,63.84,1.71,99.24,1.23,5.92,10.0,8.72,1,10,235893.1605,0,0,0,0,1,0,0
1008,1216.19,3.342599119,3,669.62,13.78,9.03,104.1,12.63,98.59,1.83,5.65,6.05,4.9,2,54,398740.4395,0,0,0,0,0,1,0
2990,1207.53,2.739403801,3,375.11,52.36,6.16,79.98,14.35,92.24,1.29,7.57,8.47,6.66,1,7,482970.247,0,0,0,1,0,0,1
6647,1473.52,1.477427364,7,1166.55,71.59,9.63,94.42,19.99,92.7,1.66,6.54,8.04,8.35,1,8,698496.1551,1,1,0,0,0,1,0
6526,550.0,3.444789637,3,290.32,32.09,4.98,53.05,4.56,95.57,1.42,4.21,7.95,9.96,1,17,472388.7754,1,1,0,0,0,1,1
1426,1950.12,1.0,1,779.68,53.97,8.92,25.09,11.14,92.74,1.42,6.19,4.38,3.54,2,40,169342.6829,0,0,0,1,0,0,0
1120,564.33,1.0,3,125.24,33.68,6.99,15.0,17.23,96.9,1.57,3.99,8.07,6.55,1,10,99428.30205,0,0,0,0,0,0,1
3511,935.84,1.858013206,5,480.78,14.04,8.04,85.05,9.29,85.7,1.42,3.24,4.34,2.51,1,0,421672.4877,1,0,0,0,0,0,0
5089,1103.76,3.167094449,2,562.92,50.24,4.28,9.8,3.27,95.14,1.52,5.03,3.75,6.3,1,15,261661.6213,1,1,0,0,1,0,0
2166,550.0,1.056415847,1,885.02,62.82,5.34,84.19,41.49,97.04,1.13,1.93,6.75,6.77,2,16,188361.0412,0,1,0,0,1,0,0
3707,1280.31,1.875373694,3,621.16,40.7,9.17,62.37,12.51,86.71,1.89,5.19,5.06,6.51,1,24,301955.4124,1,0,0,0,0,0,1
1195,1052.01,1.08272871,4,667.58,16.93,4.87,22.58,19.87,99.9,1.18,3.44,6.14,7.7,1,19,296204.2858,0,0,0,0,1,0,0
5003,1594.72,2.740509299,4,571.57,11.42,10.0,50.8,19.57,98.07,1.08,9.5,10.0,8.21,1,9,680752.6492,1,0,1,0,0,0,1
4521,981.82,2.805204772,3,162.99,30.67,5.5,71.99,0.38,99.9,0.77,7.12,1.61,2.64,2,12,259858.9736,1,0,0,0,0,0,0
2517,596.09,1.0,2,54.12,2.88,7.93,15.32,33.59,98.08,1.25,2.66,2.54,7.62,1,14,149090.0563,0,0,0,0,0,1,0
5204,1638.91,1.47430386,4,831.23,9.47,7.55,69.93,17.6,99.9,0.91,4.46,6.61,5.31,1,12,415917.9034,1,0,0,0,0,0,0
1330,988.14,1.0,2,377.72,32.52,6.95,41.47,27.49,92.82,2.01,3.84,7.71,4.45,1,10,73567.76736,0,0,0,0,0,0,1
4484,1176.95,1.900141211,4,139.33,34.12,6.77,56.68,2.56,96.15,1.51,5.86,6.06,2.76,1,20,369900.5263,1,0,0,1,0,0,1
5407,853.76,3.006812849,4,533.83,5.13,8.24,49.13,11.34,96.91,0.74,4.36,9.5,9.93,1,10,426423.7099,1,0,0,0,0,1,1
4380,1406.02,2.28761671,2,401.06,54.95,6.71,10.78,43.94,92.81,1.72,5.51,7.75,7.31,1,21,389236.7455,1,1,0,0,0,0,0
6146,667.13,4.119081613,2,504.07,37.99,9.07,2.52,1.56,96.89,1.1,4.26,5.48,8.55,1,19,251556.3021,1,0,1,0,0,0,0
4821,1146.65,2.206769332,4,819.96,63.77,6.23,17.55,25.19,85.4,2.53,6.82,0.61,2.28,1,16,279358.9368,1,0,0,0,1,0,0
6531,994.11,2.123426717,3,841.01,15.19,9.13,80.63,16.99,92.54,2.11,7.99,6.9,7.75,1,16,310330.6389,1,0,0,0,1,0,1
2659,1600.19,1.068411809,2,478.72,26.65,5.55,162.85,8.91,95.29,2.07,4.05,5.02,5.45,1,23,156307.0294,0,0,0,1,0,0,1
1420,550.0,1.0,3,729.37,30.49,4.18,4.8,5.86,88.01,1.8,4.14,4.38,7.92,1,16,57419.47588,0,0,0,1,0,0,0
3597,1331.18,2.3128751,3,88.42,3.0,8.4,33.76,9.35,89.09,1.94,5.99,7.91,5.22,1,0,425879.1112,1,0,0,0,0,0,0
2179,652.83,2.222200148,2,850.9,65.34,4.7,49.54,0.35,99.9,1.12,3.16,6.13,8.78,2,51,115600.1621,0,0,1,0,0,0,0
6839,1756.64,1.672213313,3,946.52,12.64,4.63,61.67,3.9,97.82,2.12,4.31,7.72,6.36,1,19,369492.5236,1,0,0,0,1,0,1
3756,1044.63,2.330250405,5,522.58,5.25,9.45,24.99,12.63,97.91,1.95,7.28,6.07,4.6,1,15,531943.6824,1,0,0,0,0,1,0
1721,550.0,1.104816417,4,126.93,76.62,9.86,52.22,19.77,99.9,1.97,6.93,6.66,4.57,1,8,51907.85906,0,0,0,0,0,1,1
2541,932.72,1.562287419,3,605.21,33.19,6.72,22.83,0.24,96.92,1.49,4.13,7.32,6.15,2,37,197963.0301,0,0,0,0,0,0,1
1231,811.64,1.97683394,1,66.66,23.0,4.66,9.43,27.28,83.97,2.41,3.65,4.92,3.88,1,11,43439.14639,0,1,0,0,1,0,0
4684,1228.67,1.748903643,3,255.69,20.08,7.81,137.5,18.17,91.63,0.84,3.0,0.09,4.19,1,10,417785.7389,0,1,0,0,0,0,0
2206,601.34,2.332285227,3,918.91,57.11,7.2,66.24,30.2,91.39,1.06,6.83,3.86,5.69,1,9,225287.6452,0,0,0,0,1,0,1
396,550.0,1.0,3,496.46,17.29,2.85,114.72,22.01,92.34,1.93,2.96,6.05,9.15,1,21,4747.917512,0,1,0,0,0,1,0
6998,2218.22,1.0,4,526.81,11.18,9.2,15.21,3.96,99.9,1.52,4.68,7.66,6.12,1,10,442610.3171,0,0,0,0,0,0,1
3656,1174.77,1.886354424,3,519.3,33.31,7.42,108.3,28.59,93.35,1.71,5.75,7.68,7.14,1,9,478688.3641,0,0,0,1,0,0,0
6217,826.67,1.0,4,670.5,12.81,8.7,25.97,15.34,95.31,0.96,6.16,8.95,4.66,1,23,225821.0059,1,0,0,0,1,0,0
6433,2034.08,2.472909134,3,230.2,6.35,9.52,20.63,7.33,83.04,0.7,3.99,0.65,4.51,1,17,569723.1743,1,0,0,1,0,0,1
4276,550.0,3.139102112,5,1208.95,21.54,10.0,39.81,0.17,99.8,0.82,6.64,8.39,8.38,2,21,502736.146,1,0,0,0,1,0,1
1535,670.27,2.49452896,2,774.41,46.63,5.4,41.05,15.59,93.72,0.77,2.81,6.27,4.14,1,4,143333.6534,0,0,0,0,1,0,1
6125,853.04,1.194545266,1,203.06,31.06,3.65,110.9,15.72,93.72,2.59,3.1,2.81,3.28,1,18,182447.773,1,0,0,1,0,0,1
6198,1164.13,3.115466002,1,327.22,47.36,6.29,6.06,18.66,90.67,1.18,2.83,3.07,2.96,1,19,303247.5923,1,0,0,0,0,0,1
3165,1253.45,1.500422648,3,670.26,21.08,7.39,108.57,17.58,96.23,1.48,4.83,4.26,2.47,1,17,142577.3832,0,1,0,0,1,0,1
3987,936.15,2.26227244,3,239.11,42.81,4.53,83.9,22.6,94.01,1.37,5.24,5.65,6.28,1,20,338429.1076,1,0,0,0,1,0,1
3119,557.97,1.939237537,3,214.17,13.79,6.14,112.75,7.06,92.91,2.3,6.31,5.77,5.58,1,5,150855.3204,0,0,0,1,0,0,1
1959,550.0,2.979532078,4,13.71,23.83,5.06,21.24,28.39,91.08,1.6,3.98,8.74,5.49,1,13,77031.59866,1,0,0,0,1,0,0
613,550.0,1.0,3,1341.99,1.51,5.38,49.34,18.49,99.9,1.17,2.87,1.8,2.15,2,21,50286.73309,0,0,1,0,0,0,0
290,747.71,2.584191937,3,499.61,4.35,7.73,128.85,8.86,93.02,1.26,5.88,10.0,10.0,1,10,137578.3341,1,0,1,0,0,0,0
4487,1055.34,1.810957857,3,671.96,24.08,6.08,79.67,25.55,95.6,1.72,2.85,8.8,8.22,1,10,244375.9703,1,0,1,0,0,0,1
5606,1711.71,1.274574596,3,1013.39,41.84,7.91,64.35,10.14,89.0,1.35,3.78,6.0,4.77,2,48,291155.7421,1,1,0,0,0,0,0
990,1080.39,2.337881208,3,232.64,25.09,5.92,22.17,25.15,96.09,0.8,3.87,3.86,4.9,2,41,245139.9205,0,1,0,1,0,0,1
3244,594.66,1.0,2,605.78,56.4,6.96,92.24,4.3,84.09,1.79,5.04,0.08,3.11,1,17,19370.21201,0,0,1,0,0,0,0
2360,709.95,1.202345328,2,40.08,14.54,4.64,5.45,27.59,88.65,0.7,2.35,9.99,7.81,1,19,10942.62089,0,0,0,0,0,0,0
5593,953.36,3.102956136,2,692.27,17.44,7.74,68.46,2.89,93.25,1.98,5.21,6.59,5.63,1,5,153984.933,1,0,0,1,0,0,1
5107,550.0,3.026506276,3,291.25,3.82,9.5,21.19,2.59,99.9,0.96,5.9,8.17,7.13,1,14,294234.743,1,0,0,0,0,0,0
5607,1052.21,1.82740415,3,644.02,36.63,8.25,60.33,13.81,92.85,2.82,4.08,6.86,5.1,1,15,208211.5957,1,1,1,0,0,0,1
3988,1424.81,4.543231399,1,395.86,52.83,5.48,82.92,3.18,87.96,1.19,3.69,8.7,3.16,2,13,260575.4925,1,0,0,0,0,0,0
3576,1323.84,3.767558618,1,541.45,30.8,7.17,72.15,1.95,99.7,0.99,6.12,4.51,8.73,2,8,471436.2409,1,0,1,0,0,0,1
4469,550.0,3.123917304,3,859.58,0.76,9.43,64.25,13.59,91.93,1.94,3.06,0.24,5.84,1,14,282524.7182,1,1,1,0,0,0,0
2287,739.26,1.242991217,2,373.41,20.04,3.37,83.29,19.8,91.72,1.47,1.51,7.4,5.23,2,28,46646.71244,0,0,0,0,1,0,0
650,834.57,1.0,3,439.92,22.32,5.63,70.86,3.67,94.74,1.96,3.51,4.1,1.72,2,33,69543.51776,0,0,0,0,0,0,1
1559,758.47,1.262706224,3,245.91,0.37,8.41,41.65,13.94,87.99,1.59,2.43,8.08,5.13,1,7,123377.7762,0,0,0,0,1,0,1
2970,829.85,1.891653409,3,560.84,50.89,5.28,23.23,25.41,90.44,1.2,4.46,1.53,3.15,1,15,75170.08072,0,0,0,0,1,0,0
487,1454.19,1.712802724,4,599.84,51.1,6.99,101.47,7.77,95.25,2.0,3.43,10.0,8.15,1,10,272226.5919,0,0,0,1,0,0,0
2573,1334.34,2.088845749,3,505.94,25.1,6.75,62.52,27.84,97.45,0.14,5.75,1.41,5.28,1,17,239796.4809,0,1,0,1,0,0,1
3398,837.14,1.216579482,2,591.95,37.98,5.26,27.55,33.47,94.23,0.95,2.75,6.07,3.05,1,6,86593.78091,0,0,1,0,0,0,0
5213,1496.13,3.009158001,4,533.45,7.99,5.82,13.48,18.91,94.21,2.8,6.72,7.73,8.55,1,7,504701.4498,0,0,0,1,0,0,1
1772,914.61,1.969877996,2,1014.42,41.4,6.04,81.84,28.04,95.66,1.38,0.52,4.49,8.16,1,5,141112.0814,0,0,0,0,1,0,0
4583,1532.61,2.363318598,3,611.52,41.13,5.54,75.26,27.41,92.04,1.44,4.91,6.91,5.94,2,6,452090.244,1,0,0,0,0,0,0
2290,630.08,1.130709619,4,442.2,36.62,7.1,70.04,32.31,88.19,1.95,6.74,9.22,6.25,1,11,123166.9589,0,0,0,0,0,1,1
1678,570.62,2.765106183,3,215.78,46.15,7.37,39.43,36.54,94.45,1.34,5.63,4.94,8.03,1,11,268033.2901,0,0,0,0,0,1,0
345,866.59,1.0,4,443.86,38.24,6.31,20.68,8.41,90.22,0.86,2.87,0.35,3.18,1,5,212913.9279,0,0,0,0,0,1,0
1313,1438.77,2.625165708,4,176.24,24.06,6.69,3.31,21.36,93.02,1.24,5.78,6.85,4.38,1,14,390299.3172,1,0,0,0,0,0,0
3431,550.0,3.770993514,4,397.33,72.06,7.49,122.02,26.94,85.89,1.12,3.17,0.97,0.1,1,16,362264.0608,0,0,0,0,0,1,1
6222,1118.63,3.159659641,3,438.45,38.71,10.0,16.9,7.88,99.9,1.02,5.33,2.94,2.0,1,11,468900.6086,1,0,0,0,0,0,0
4598,679.89,3.253499176,4,124.47,22.76,9.15,14.32,5.48,91.58,0.49,6.35,0.85,5.66,1,19,425968.8509,1,0,0,0,0,1,0
852,550.0,1.508227609,2,196.84,12.43,4.23,27.22,26.31,92.29,2.0,1.09,10.0,7.73,2,24,13436.2447,0,1,0,0,0,0,1
6259,1629.25,3.936229087,2,598.66,33.97,8.74,34.31,20.91,99.9,1.98,7.44,8.98,4.15,1,11,326245.639,1,0,0,1,0,0,0
6731,863.02,2.008446441,3,105.48,77.15,6.28,46.46,37.37,95.26,1.86,4.08,5.28,5.68,1,10,304209.7172,1,0,0,0,0,0,0
92,826.08,3.119365868,2,340.94,70.57,3.63,7.51,8.48,91.82,1.66,0.34,7.35,5.7,1,7,109298.8332,0,1,0,0,0,0,0
4523,550.0,2.562340726,3,311.49,6.83,5.72,39.72,2.0,99.9,1.47,6.13,7.02,6.07,1,11,269412.3903,1,0,1,0,0,0,0
6836,1110.45,1.247922529,3,525.42,42.13,10.0,19.87,63.89,95.3,0.61,6.07,9.59,8.81,1,9,306258.6187,1,0,0,0,0,1,1
6069,1608.87,3.576349096,4,686.46,23.12,9.02,119.66,5.85,96.3,1.52,7.0,6.66,4.73,1,20,661753.1824,1,0,0,0,1,0,1
6228,782.9,1.769098482,3,34.53,20.92,6.38,28.31,53.31,90.15,1.67,1.35,2.17,2.26,2,28,187398.6305,1,1,0,0,0,1,0
2961,1177.71,1.136594265,1,328.97,15.24,4.13,49.3,16.59,84.73,1.29,0.16,0.34,6.39,1,14,175718.3251,0,0,0,0,0,0,0
4865,2027.73,2.00030168,4,468.29,0.98,6.94,46.27,30.58,90.72,1.9,5.34,8.98,9.33,2,41,417510.9901,1,0,0,0,0,0,0
794,858.42,1.0,3,520.16,51.26,5.66,89.94,16.26,95.9,2.25,5.87,2.34,3.3,1,-2,216515.3413,0,0,0,0,1,0,1
5386,992.95,2.880031008,3,867.92,42.08,5.6,76.79,8.92,97.96,1.71,0.71,5.76,5.01,1,24,285084.7394,1,0,0,0,0,0,1
2440,1006.85,1.607505347,2,200.68,9.41,5.65,16.12,18.02,94.93,1.11,4.86,6.2,5.33,1,25,334039.6913,0,0,0,0,0,0,1
6620,1249.39,4.506193698,3,499.06,15.52,10.0,75.37,1.36,90.43,1.37,8.41,7.08,5.68,1,12,387028.2366,1,0,0,0,1,0,0
2316,1028.47,1.313040673,2,481.75,4.78,9.16,27.26,11.69,93.88,1.87,4.64,8.24,9.86,1,10,92505.59685,0,1,0,0,1,0,0
3861,1386.37,1.732594418,3,590.93,48.09,7.14,44.33,4.47,99.9,1.14,6.34,6.99,7.65,2,61,263865.5095,1,0,0,0,0,1,1
2390,1429.04,1.112939611,4,73.71,29.92,7.75,12.25,27.45,90.72,1.91,7.15,4.91,6.68,2,36,437653.3554,0,0,0,0,0,0,1
3472,1291.71,1.0,3,197.32,44.88,4.84,60.68,25.03,85.38,2.02,6.18,10.0,10.0,1,21,170822.5667,0,0,0,0,0,0,0
6448,1423.75,1.708664799,2,223.78,41.92,5.55,23.2,12.51,93.32,1.31,6.8,5.36,6.77,1,13,243680.6911,1,0,0,0,0,0,1
6890,980.67,2.523725297,4,301.67,0.73,9.82,11.19,21.57,99.9,1.65,4.68,5.47,6.24,1,3,321309.7347,1,0,0,0,1,0,1
5139,597.29,1.9457456,4,146.63,35.37,8.66,12.39,11.42,92.86,2.03,5.5,7.64,6.42,1,20,221885.2799,0,0,1,0,0,0,0
702,988.51,1.653452693,2,733.98,54.64,9.67,9.28,13.04,99.9,1.48,4.71,3.7,4.89,1,22,186110.2906,0,0,1,0,0,0,0
1774,873.35,1.0,2,422.64,51.86,4.49,54.69,28.58,99.9,1.45,1.99,3.83,5.79,1,10,38146.02878,0,0,0,0,0,0,1
4966,550.0,2.266691686,5,190.27,59.38,10.0,32.31,1.09,97.83,1.25,5.48,9.69,6.73,1,17,472388.0923,1,0,0,1,0,0,0
3716,830.53,1.323549075,3,551.53,39.68,4.78,96.53,25.0,99.2,1.29,6.6,8.96,4.15,2,28,226639.1185,1,0,1,0,0,0,0
4801,1374.36,2.054585809,3,154.9,36.29,6.44,3.14,2.85,94.71,1.53,7.76,5.87,5.79,2,22,371169.8045,0,1,0,0,1,0,0
3276,1026.14,1.567010272,3,734.29,25.87,7.87,52.25,15.83,90.13,0.7,2.93,2.56,4.93,1,18,78687.65144,0,1,0,1,0,0,0
5001,1090.36,2.563796733,4,178.33,10.7,8.53,15.44,11.13,92.35,2.07,2.68,8.96,8.4,1,7,406840.1694,1,1,0,0,1,0,1
2941,1236.71,1.0,2,1065.99,57.0,6.32,81.64,17.56,91.71,1.49,6.66,10.0,6.5,1,5,148065.8613,0,0,1,0,0,0,0
2743,931.9,2.611440375,3,758.73,14.69,6.3,63.44,24.37,90.94,0.96,1.98,4.53,5.12,1,13,174550.4167,0,0,0,0,1,0,1
5660,550.0,1.178959017,2,288.62,51.03,4.21,111.13,9.2,94.8,1.3,1.17,6.95,6.34,1,9,249262.4642,0,0,1,0,0,0,0
5016,1305.92,1.0,5,427.58,21.84,7.99,55.74,6.17,94.18,2.25,6.94,6.97,6.87,1,20,318225.4129,1,0,1,0,0,0,0
825,2093.21,1.0,2,214.02,64.46,7.55,2.41,25.64,92.01,2.06,3.74,9.72,5.61,2,50,248293.8253,0,0,1,0,0,0,0
3224,550.0,2.019821314,3,761.48,14.72,5.14,10.69,46.74,94.01,1.38,6.49,6.99,5.35,1,11,149272.1084,0,0,0,0,0,0,0
4748,1356.4,1.544071738,4,261.49,74.07,7.45,45.93,35.28,93.77,1.5,6.82,9.42,5.84,1,11,349515.0949,1,1,0,0,1,0,1
4927,970.38,2.717602416,3,240.92,24.6,6.78,87.23,16.58,91.83,1.22,6.58,4.66,6.04,1,11,396735.0564,1,1,0,0,0,0,0
5833,786.88,1.818557689,3,585.04,10.02,7.34,29.73,24.81,97.57,1.11,6.76,6.56,5.52,1,16,432458.034,0,0,1,0,0,0,0
1525,1336.19,1.10374757,4,305.2,53.4,7.71,72.88,32.06,94.68,1.07,3.45,2.02,3.73,1,16,263213.226,0,0,0,0,1,0,1
2491,1686.82,1.057314862,2,53.18,46.2,7.39,81.87,40.39,93.63,2.23,6.37,8.82,7.05,1,21,187247.6754,0,1,0,1,0,0,1
4044,1428.66,1.912768878,4,329.34,47.37,5.82,8.01,19.43,99.9,1.29,6.04,4.05,6.71,1,3,535860.7967,0,1,0,0,0,1,0
5181,1359.74,3.477821201,4,515.75,22.8,10.0,45.27,14.49,92.3,1.82,4.76,2.63,4.25,1,13,435714.2437,1,1,0,1,0,0,1
3594,1492.0,5.295942087,3,610.47,17.85,7.26,1.82,7.29,84.79,1.11,10.0,6.87,8.2,1,14,818639.7382,1,0,0,0,0,1,0
4486,1066.78,2.310846015,5,323.34,18.99,10.0,11.08,19.44,99.85,1.24,6.3,6.06,7.13,1,10,486263.6323,1,0,1,0,0,0,0
5027,1252.22,1.061756463,3,138.55,11.34,9.57,25.29,13.2,99.9,1.72,7.35,9.43,7.88,1,15,389953.1122,1,0,0,1,0,0,0
6742,1930.0,3.760818872,3,533.78,33.9,7.36,18.87,10.63,80.11,1.45,5.86,7.63,7.89,1,19,516918.1922,1,0,0,0,0,1,0
430,581.23,1.0,3,763.99,17.23,8.6,59.57,29.59,93.95,2.14,1.01,4.9,5.52,1,13,39236.37427,0,0,0,1,0,0,0
4527,950.35,2.490189397,3,926.39,69.53,5.96,111.62,27.39,95.95,1.97,6.79,4.35,7.4,1,11,302382.6776,1,0,0,1,0,0,0
2543,690.05,1.0,1,446.66,51.78,5.87,71.1,26.58,92.91,1.11,2.79,1.56,4.32,1,19,91337.67333,0,0,0,0,0,0,1
6986,2192.52,1.0,3,172.13,23.18,10.0,8.54,12.91,99.9,1.6,6.01,9.22,8.53,1,8,338826.2994,1,1,1,0,0,0,0
569,550.0,1.039750998,2,899.22,51.62,2.66,38.94,15.11,83.31,1.4,4.04,2.79,5.34,1,16,102522.8054,0,0,0,0,0,1,0
2249,1056.11,1.227054093,3,300.08,17.17,8.64,23.61,3.78,92.12,0.6,5.48,3.04,6.69,1,8,291151.565,0,1,0,1,0,0,1
4489,550.0,3.069112702,3,575.86,19.36,7.51,34.74,1.94,95.16,1.86,4.0,5.02,6.47,2,25,378468.1718,1,0,0,1,0,0,0
3225,795.85,1.0,4,470.16,44.62,5.19,52.44,21.81,98.08,1.16,5.76,4.8,4.81,1,9,227924.5633,0,0,1,0,0,0,0
1015,679.57,1.093525573,2,518.23,46.36,7.35,13.87,4.22,98.41,2.76,3.8,2.49,4.83,1,11,138895.3891,0,1,0,0,0,0,0
4779,1186.8,3.810525254,5,800.46,49.64,9.52,91.88,6.16,93.95,0.87,3.64,9.27,6.55,1,10,518743.0371,1,1,1,0,0,0,1
6376,1327.95,3.776251036,4,1003.32,10.3,10.0,38.84,2.22,99.9,1.46,10.0,10.0,10.0,2,39,624175.8427,1,0,1,0,0,0,0
6645,1088.51,1.409465488,2,543.77,45.8,6.19,23.34,9.8,89.62,0.71,4.51,5.0,4.84,1,13,255137.6006,0,0,0,0,1,0,1
1739,550.0,2.153863396,1,529.29,54.31,3.28,51.85,16.28,86.78,2.16,1.1,3.24,4.44,1,5,115765.1128,0,0,0,0,0,1,0
